Task,PairRank,Build39TaskId,Build39Sec,Build39Helper,Build39IP,Build39SlotID,Build39Where,Build40TaskId,Build40Sec,Build40Helper,Build40IP,Build40SlotID,Build40Where,DeltaSec,Ratio40Over39,Build39PeakMemory,Build40PeakMemory
Niagara.natvis,1,771,0.376,GIH-D-33028,10.226.142.72,29,local,778,0.218,GIH-D-33028,10.226.142.72,15,local,-0.158,0.58,9,9
UnrealEditor-Analytics.lib,1,501,0.356,GIH-D-33028,10.226.142.72,14,local,508,0.198,GIH-D-33028,10.226.142.72,2,local,-0.158,0.556,139,139
UnrealEditor-MessagingRpc.lib,1,2338,0.316,GIH-D-33028,10.226.142.72,11,local,2345,0.158,GIH-D-33028,10.226.142.72,27,local,-0.158,0.5,139,139
msado15.tlh,1,3869,1.074,GIH-D-33028,10.226.142.72,5,local,3876,0.912,GIH-D-33028,10.226.142.72,24,local,-0.162,0.849,204,204
UnrealEditor-IrisCore.dll,1,1060,0.666,GIH-D-33028,10.226.142.72,2,local,1067,0.503,GIH-D-33028,10.226.142.72,12,local,-0.163,0.755,270,285
UnrealEditor-WebSockets.lib,1,1389,0.356,GIH-D-33028,10.226.142.72,15,local,1396,0.193,GIH-D-33028,10.226.142.72,25,local,-0.163,0.542,139,139
UnrealEditor-CryptoKeysOpenSSL.lib,1,3459,0.353,GIH-D-33028,10.226.142.72,31,local,3466,0.187,GIH-D-33028,10.226.142.72,25,local,-0.166,0.53,139,139
PerParticleDampVelocity.ispc,2,305,7.079,GIH-D-33028,10.226.142.72,26,local,312,6.912,GIH-D-33028,10.226.142.72,20,local,-0.167,0.976,188,187
UnrealEditor-OptimusDeveloper.lib,1,3403,0.367,GIH-D-33028,10.226.142.72,8,local,3410,0.199,GIH-D-33028,10.226.142.72,28,local,-0.168,0.542,139,139
UnrealEditor-SSL.lib,1,1177,0.364,GIH-D-33028,10.226.142.72,31,local,1184,0.195,GIH-D-33028,10.226.142.72,8,local,-0.169,0.536,139,139
JointsOutputInstance.cpp,1,4527,1.505,GIH-D-31740,10.226.122.67,2,remote,4534,1.335,GIH-D-33028,10.226.142.72,12,local,-0.17,0.887,2772,497
UnrealEditor-ModelingOperators.lib,1,790,0.351,GIH-D-33028,10.226.142.72,6,local,797,0.18,GIH-D-33028,10.226.142.72,26,local,-0.171,0.513,141,142
GeometryCollectionSceneProxy.ispc,1,821,3.679,GIH-D-33028,10.226.142.72,9,local,828,3.506,GIH-D-33028,10.226.142.72,5,local,-0.173,0.953,170,169
UnrealEditor-BuildPatchServices.lib,1,2085,0.402,GIH-D-33028,10.226.142.72,17,local,2092,0.228,GIH-D-33028,10.226.142.72,9,local,-0.174,0.567,151,151
TestBinaryStreamWriter.cpp,1,4571,2.633,GIH-D-X780,10.226.59.2,5,remote,4578,2.455,GIH-D-33028,10.226.142.72,9,local,-0.178,0.932,2665,551
UnrealEditor-ShaderFormatVectorVM.lib,1,3329,0.356,GIH-D-33028,10.226.142.72,27,local,3336,0.178,GIH-D-33028,10.226.142.72,15,local,-0.178,0.5,139,139
UnrealEditor-CookOnTheFly.lib,1,1094,0.338,GIH-D-33028,10.226.142.72,21,local,1101,0.16,GIH-D-33028,10.226.142.72,23,local,-0.178,0.473,139,139
UnrealEditor-ElectraDecoders.dll,1,1222,0.644,GIH-D-33028,10.226.142.72,12,local,1229,0.465,GIH-D-33028,10.226.142.72,3,local,-0.179,0.722,214,211
UnrealEditor-RewindDebuggerInterface.lib,1,1358,0.374,GIH-D-33028,10.226.142.72,28,local,1365,0.195,GIH-D-33028,10.226.142.72,12,local,-0.179,0.521,139,139
TestManagedInstance.cpp,1,4590,2.69,GIH-D-31740,10.226.122.67,22,remote,4597,2.506,GIH-D-33028,10.226.142.72,2,local,-0.184,0.932,3197,552
UnrealEditor-AvalancheTag.dll,1,1075,0.597,GIH-D-33028,10.226.142.72,8,local,1082,0.413,GIH-D-33028,10.226.142.72,3,local,-0.184,0.692,191,214
UnrealEditor-SynthBenchmark.dll,1,3342,0.63,GIH-D-33028,10.226.142.72,9,local,3349,0.445,GIH-D-33028,10.226.142.72,3,local,-0.185,0.706,192,207
Module.UELibrary.cpp,1,4356,1.086,gih-d-27955,10.226.122.69,83,remote,4363,0.897,GIH-D-33028,10.226.142.72,4,local,-0.189,0.826,1211,2044
UnrealEditor-LauncherServices.lib,1,1900,0.396,GIH-D-33028,10.226.142.72,30,local,1907,0.207,GIH-D-33028,10.226.142.72,28,local,-0.189,0.523,139,139
UnrealEditor-ElectraHTTPStream.lib,1,3770,0.371,GIH-D-33028,10.226.142.72,31,local,3777,0.182,GIH-D-33028,10.226.142.72,4,local,-0.189,0.491,139,139
UnrealEditor-SynthBenchmark.lib,1,3340,0.363,GIH-D-33028,10.226.142.72,8,local,3347,0.173,GIH-D-33028,10.226.142.72,2,local,-0.19,0.477,139,139
UnrealEditor-Cbor.dll,1,1053,0.56,GIH-D-33028,10.226.142.72,4,local,1060,0.369,GIH-D-33028,10.226.142.72,12,local,-0.191,0.659,179,192
UnrealEditor-OnlineBase.lib,1,1126,0.382,GIH-D-33028,10.226.142.72,23,local,1133,0.19,GIH-D-33028,10.226.142.72,27,local,-0.192,0.497,139,139
TriangleMesh.ispc,1,434,6.11,GIH-D-33028,10.226.142.72,14,local,441,5.915,GIH-D-33028,10.226.142.72,12,local,-0.195,0.968,163,163
UnrealEditor-AnalyticsET.lib,1,995,0.385,GIH-D-33028,10.226.142.72,2,local,1002,0.187,GIH-D-33028,10.226.142.72,31,local,-0.198,0.486,139,139
Module.HierarchicalLODOutliner.cpp,1,3261,30.022,GIH-D-X780,10.226.59.2,7,remote,3268,29.823,GIH-D-33028,10.226.142.72,24,local,-0.199,0.993,2464,2339
UnrealEditor-GraphColor.lib,1,3258,0.363,GIH-D-33028,10.226.142.72,28,local,3265,0.164,GIH-D-33028,10.226.142.72,24,local,-0.199,0.452,139,139
UnrealEditor-GraphColor.dll,1,3259,0.547,GIH-D-33028,10.226.142.72,21,local,3266,0.345,GIH-D-33028,10.226.142.72,12,local,-0.202,0.631,194,219
UnrealEditor-AudioPlatformConfiguration.lib,1,998,0.394,GIH-D-33028,10.226.142.72,3,local,1005,0.191,GIH-D-33028,10.226.142.72,8,local,-0.203,0.485,139,139
UnrealEditor-Slate.dll,1,577,0.971,GIH-D-33028,10.226.142.72,19,local,584,0.762,GIH-D-33028,10.226.142.72,4,local,-0.209,0.785,432,425
XPBDSpringConstraints.ispc,1,439,18.457,GIH-D-33028,10.226.142.72,7,local,446,18.245,GIH-D-33028,10.226.142.72,16,local,-0.212,0.989,185,186
UnrealEditor-ACLPlugin.lib,1,3394,0.417,GIH-D-33028,10.226.142.72,1,local,3401,0.204,GIH-D-33028,10.226.142.72,1,local,-0.213,0.489,139,139
UnrealEditor-PatchCheck.lib,1,3068,0.36,GIH-D-33028,10.226.142.72,9,local,3075,0.145,GIH-D-33028,10.226.142.72,8,local,-0.215,0.403,139,139
UnrealEditor-TreeMap.lib,1,2764,0.398,GIH-D-33028,10.226.142.72,9,local,2771,0.177,GIH-D-33028,10.226.142.72,23,local,-0.221,0.445,139,139
GeometryCollectionComponent.ispc,1,820,10.89,GIH-D-33028,10.226.142.72,21,local,827,10.668,GIH-D-33028,10.226.142.72,8,local,-0.222,0.98,186,186
UnrealEditor-AnimationEditMode.lib,1,1874,0.366,GIH-D-33028,10.226.142.72,8,local,1881,0.144,GIH-D-33028,10.226.142.72,11,local,-0.222,0.393,139,139
NiagaraDataInterfaceVectorField.ispc,1,738,5.962,GIH-D-33028,10.226.142.72,4,local,745,5.738,GIH-D-33028,10.226.142.72,22,local,-0.224,0.962,165,164
UnrealEditor-MessagingCommon.lib,1,1246,0.413,GIH-D-33028,10.226.142.72,17,local,1253,0.189,GIH-D-33028,10.226.142.72,19,local,-0.224,0.458,139,139
UnrealEditor-HotReload.lib,1,1344,0.409,GIH-D-33028,10.226.142.72,15,local,1351,0.183,GIH-D-33028,10.226.142.72,30,local,-0.226,0.447,139,139
stereo_panner.cc,1,3978,0.727,GIH-D-33028,10.226.142.72,22,local,3985,0.499,GIH-D-33028,10.226.142.72,31,local,-0.228,0.686,350,350
UnrealEditor-EOSVoiceChat.dll,1,3831,0.757,GIH-D-33028,10.226.142.72,21,local,3838,0.527,GIH-D-33028,10.226.142.72,0,local,-0.23,0.696,191,204
vorbis_stream_encoder.cc,1,3982,0.851,GIH-D-33028,10.226.142.72,11,local,3989,0.62,GIH-D-33028,10.226.142.72,24,local,-0.231,0.729,353,353
UnrealEditor-CoreUObject.dll,1,676,1.196,GIH-D-33028,10.226.142.72,12,local,683,0.964,GIH-D-33028,10.226.142.72,12,local,-0.232,0.806,424,434
UnrealEditor-VirtualFileCache.lib,1,3357,0.397,GIH-D-33028,10.226.142.72,21,local,3364,0.157,GIH-D-33028,10.226.142.72,18,local,-0.24,0.395,139,139
UnrealEditor-NiagaraCore.dll,1,1066,0.61,GIH-D-33028,10.226.142.72,4,local,1073,0.363,GIH-D-33028,10.226.142.72,4,local,-0.247,0.595,203,232
UnrealEditor-TraceServices.dll,1,1056,0.747,GIH-D-33028,10.226.142.72,28,local,1063,0.499,GIH-D-33028,10.226.142.72,3,local,-0.248,0.668,257,273
UnrealEditor-Core.dll,1,1238,1.799,GIH-D-33028,10.226.142.72,23,local,1245,1.55,GIH-D-33028,10.226.142.72,12,local,-0.249,0.862,546,561
TestStatusProviderIntegration.cpp,1,4595,3.199,GIH-D-31740,10.226.122.67,1,remote,4602,2.949,GIH-D-33028,10.226.142.72,2,local,-0.25,0.922,3043,549
UnrealEditor-MetasoundGenerator.lib,1,2036,0.434,GIH-D-33028,10.226.142.72,26,local,2043,0.183,GIH-D-33028,10.226.142.72,13,local,-0.251,0.422,139,139
UnrealEditor-PhysicsCore.lib,1,465,0.452,GIH-D-33028,10.226.142.72,0,local,472,0.196,GIH-D-33028,10.226.142.72,12,local,-0.256,0.434,142,142
ClothSimulationProxy.ispc,2,1196,5.291,GIH-D-33028,10.226.142.72,1,local,1203,5.034,GIH-D-33028,10.226.142.72,12,local,-0.257,0.951,182,183
Reader.cpp,1,4546,1.006,GIH-D-X780,10.226.59.2,3,remote,4553,0.749,GIH-D-33028,10.226.142.72,12,local,-0.257,0.745,1946,460
UnrealEditor-ParametricSurface.lib,1,980,0.468,GIH-D-33028,10.226.142.72,2,local,987,0.211,GIH-D-33028,10.226.142.72,19,local,-0.257,0.451,139,139
Module.PCGCompute.cpp,1,3835,5.557,GIH-D-X11938,10.226.172.57,0,remote,3842,5.299,GIH-D-33028,10.226.142.72,19,local,-0.258,0.954,2351,2135
stereo_from_soundfield_converter.cc,1,3976,0.753,GIH-D-33028,10.226.142.72,20,local,3983,0.495,GIH-D-33028,10.226.142.72,24,local,-0.258,0.657,348,348
Module.OnlineSubsystemGoogle.cpp,1,5588,8.492,GIH-D-X5324,10.226.123.6,3,remote,5595,8.233,GIH-D-33028,10.226.142.72,24,local,-0.259,0.97,2125,672
UnrealEditor-SandboxFile.lib,1,1180,0.437,GIH-D-33028,10.226.142.72,15,local,1187,0.178,GIH-D-33028,10.226.142.72,13,local,-0.259,0.407,139,139
sink_node.cc,1,3970,1.125,GIH-D-33028,10.226.142.72,25,local,3977,0.863,GIH-D-33028,10.226.142.72,16,local,-0.262,0.767,359,359
Learning.ispc,2,1818,7.136,GIH-D-33028,10.226.142.72,26,local,1825,6.866,GIH-D-33028,10.226.142.72,9,local,-0.27,0.962,116,116
UnrealEditor-ViewportSnapping.lib,1,3354,0.433,GIH-D-33028,10.226.142.72,20,local,3361,0.154,GIH-D-33028,10.226.142.72,29,local,-0.279,0.356,139,139
UnrealEditor-RewindDebuggerInterface.dll,1,1359,0.713,GIH-D-33028,10.226.142.72,31,local,1366,0.425,GIH-D-33028,10.226.142.72,4,local,-0.288,0.596,203,231
UnrealEditor-SkeletonEditor.lib,1,1365,0.488,GIH-D-33028,10.226.142.72,1,local,1372,0.198,GIH-D-33028,10.226.142.72,30,local,-0.29,0.406,149,149
UnrealEditor-AvalancheViewport.lib,1,1972,0.471,GIH-D-33028,10.226.142.72,10,local,1979,0.179,GIH-D-33028,10.226.142.72,16,local,-0.292,0.38,140,140
SkinnedAsset.ispc,2,21,4.674,GIH-D-33028,10.226.142.72,9,local,24,4.381,GIH-D-33028,10.226.142.72,12,local,-0.293,0.937,184,184
MemoryMappedFileStream.cpp,1,4536,1.424,GIH-D-X780,10.226.59.2,2,remote,4543,1.131,GIH-D-33028,10.226.142.72,8,local,-0.293,0.794,2831,492
FloatArrayMath.ispc,2,475,6.939,GIH-D-33028,10.226.142.72,18,local,482,6.64,GIH-D-33028,10.226.142.72,11,local,-0.299,0.957,125,125
TestArchiveSize.cpp,1,4565,2.77,GIH-D-32534,10.224.51.45,0,remote,4572,2.465,GIH-D-33028,10.226.142.72,12,local,-0.305,0.89,1772,551
TestArenaMemoryResource.cpp,1,4566,2.695,GIH-D-X11956,10.226.173.53,4,remote,4573,2.385,GIH-D-33028,10.226.142.72,21,local,-0.31,0.885,2891,550
TestArchiveOffset.cpp,1,4564,2.712,GIH-D-32406,10.224.70.175,0,remote,4571,2.401,GIH-D-33028,10.226.142.72,9,local,-0.311,0.885,2275,551
UnrealEditor-InstallBundleManager.dll,1,1348,0.738,GIH-D-33028,10.226.142.72,21,local,1355,0.425,GIH-D-33028,10.226.142.72,12,local,-0.313,0.576,191,208
UnrealEditor-ConcertTransport.dll,1,1249,0.752,GIH-D-33028,10.226.142.72,15,local,1256,0.438,GIH-D-33028,10.226.142.72,3,local,-0.314,0.582,201,224
Module.AudioGameplay.cpp,1,2406,29.458,JPN-D-00114,10.222.68.212,0,remote,2413,29.141,GIH-D-X6918,10.226.122.61,10,remote,-0.317,0.989,2730,2275
ChaosClothingSimulationMesh.ispc,2,1947,3.587,GIH-D-33028,10.226.142.72,8,local,1954,3.267,GIH-D-33028,10.226.142.72,5,local,-0.32,0.911,182,182
SDMDomain.cpp,1,1776,12.047,GIH-D-X780,10.226.59.2,2,remote,1783,11.72,GIH-D-33028,10.226.142.72,15,local,-0.327,0.973,2569,2175
PCH.ResonanceAudio.cpp,1,25,3.534,GIH-D-33028,10.226.142.72,11,local,30,3.207,GIH-D-33028,10.226.142.72,16,local,-0.327,0.907,415,415
MemoryResource.cpp,1,4540,0.819,GIH-D-X7634,10.226.173.61,0,remote,4547,0.487,GIH-D-33028,10.226.142.72,21,local,-0.332,0.595,3065,445
UnrealEditor-AnalyticsET.dll,1,996,0.754,GIH-D-33028,10.226.142.72,15,local,1003,0.421,GIH-D-33028,10.226.142.72,12,local,-0.333,0.558,191,202
AnimationRuntime.ispc,1,64,11.649,GIH-D-33028,10.226.142.72,2,local,71,11.312,GIH-D-33028,10.226.142.72,9,local,-0.337,0.971,208,208
UnrealEditor-PortalRpc.lib,1,3305,0.529,GIH-D-33028,10.226.142.72,16,local,3312,0.192,GIH-D-33028,10.226.142.72,3,local,-0.337,0.363,139,139
MemoryMappedFileStreamFallback.cpp,1,4537,1.447,GIH-D-X780,10.226.59.2,5,remote,4544,1.104,GIH-D-33028,10.226.142.72,12,local,-0.343,0.763,2665,492
Provider.cpp,1,4545,1.006,GIH-D-32532,10.224.51.66,0,remote,4552,0.66,GIH-D-33028,10.226.142.72,6,local,-0.346,0.656,1745,459
UnrealEditor-DirectLink.dll,1,1247,0.759,GIH-D-33028,10.226.142.72,4,local,1254,0.412,GIH-D-33028,10.226.142.72,4,local,-0.347,0.543,196,226
UnrealEditor-TraceAnalysis.dll,1,1055,0.731,GIH-D-33028,10.226.142.72,24,local,1062,0.384,GIH-D-33028,10.226.142.72,4,local,-0.347,0.525,191,191
VersionInfo.cpp,1,4604,1.713,GIH-D-X5324,10.226.123.6,12,remote,4611,1.359,GIH-D-33028,10.226.142.72,20,local,-0.354,0.793,1588,461
UnrealEditor-ModelingOperatorsEditorOnly.lib,1,1230,0.561,GIH-D-33028,10.226.142.72,21,local,1237,0.203,GIH-D-33028,10.226.142.72,27,local,-0.358,0.362,139,139
AnimEncoding_ConstantKeyLerp.ispc,1,61,12.636,GIH-D-33028,10.226.142.72,23,local,68,12.277,GIH-D-33028,10.226.142.72,30,local,-0.359,0.972,197,198
TestStorageBuilder.cpp,1,4596,0.798,GIH-D-31740,10.226.122.67,17,remote,4603,0.432,GIH-D-33028,10.226.142.72,10,local,-0.366,0.541,2026,445
ClothSimulationProxy.ispc,1,1940,5.43,GIH-D-33028,10.226.142.72,29,local,1947,5.06,GIH-D-33028,10.226.142.72,29,local,-0.37,0.932,183,183
MemoryMappedFileStreamUnix.cpp,1,4538,0.806,GIH-D-31740,10.226.122.67,30,remote,4545,0.43,GIH-D-33028,10.226.142.72,9,local,-0.376,0.533,2782,445
UnrealEditor-OnlineServicesInterface.lib,1,1311,0.59,GIH-D-33028,10.226.142.72,31,local,1318,0.214,GIH-D-33028,10.226.142.72,5,local,-0.376,0.363,139,139
UnrealEditor-AutomationController.lib,1,1890,0.587,GIH-D-33028,10.226.142.72,7,local,1897,0.207,GIH-D-33028,10.226.142.72,1,local,-0.38,0.353,140,140
PCH.Core.cpp,1,5,6.073,GIH-D-33028,10.226.142.72,0,local,6,5.689,GIH-D-33028,10.226.142.72,1,local,-0.384,0.937,547,547
UnrealEditor-CustomDetailsView.lib,1,1290,0.582,GIH-D-33028,10.226.142.72,0,local,1297,0.197,GIH-D-33028,10.226.142.72,9,local,-0.385,0.338,140,140
simd_utils.cc,1,3969,0.938,GIH-D-33028,10.226.142.72,28,local,3976,0.547,GIH-D-33028,10.226.142.72,7,local,-0.391,0.583,350,350
UnrealEditor-Serialization.dll,1,1054,0.776,GIH-D-33028,10.226.142.72,23,local,1061,0.382,GIH-D-33028,10.226.142.72,19,local,-0.394,0.492,213,256
UnrealEditor-VPRoles.lib,1,1300,0.594,GIH-D-33028,10.226.142.72,21,local,1307,0.198,GIH-D-33028,10.226.142.72,19,local,-0.396,0.333,139,139
ChaosClothingSimulationSolver.ispc,2,1202,16.999,GIH-D-33028,10.226.142.72,0,local,1209,16.599,GIH-D-33028,10.226.142.72,19,local,-0.4,0.976,206,206
UnrealEditor-OnlineServicesCommon.dll,1,2007,1.221,GIH-D-33028,10.226.142.72,8,local,2014,0.812,GIH-D-33028,10.226.142.72,29,local,-0.409,0.665,412,439
MemoryMappedFileStreamWindows.cpp,1,4539,0.828,GIH-D-33262,10.224.231.101,4,remote,4546,0.417,GIH-D-33028,10.226.142.72,6,local,-0.411,0.504,2445,445
Writer.cpp,1,4605,3.119,GIH-D-X5324,10.226.123.6,6,remote,4612,2.707,GIH-D-33028,10.226.142.72,11,local,-0.412,0.868,2396,534
XPBDStretchBiasElementConstraints.ispc,2,323,26.259,GIH-D-33028,10.226.142.72,11,local,330,25.837,GIH-D-33028,10.226.142.72,20,local,-0.422,0.984,201,201
AABB.ispc,1,397,6.368,GIH-D-33028,10.226.142.72,0,local,404,5.93,GIH-D-33028,10.226.142.72,8,local,-0.438,0.931,191,191
UnrealEditor-OnlineServicesInterface.dll,1,1312,0.83,GIH-D-33028,10.226.142.72,3,local,1319,0.392,GIH-D-33028,10.226.142.72,19,local,-0.438,0.472,207,237
ChaosClothingSimulationMesh.ispc,1,1200,3.76,GIH-D-33028,10.226.142.72,14,local,1207,3.314,GIH-D-33028,10.226.142.72,3,local,-0.446,0.881,182,181
BonePose.ispc,1,65,4.346,GIH-D-33028,10.226.142.72,6,local,72,3.897,GIH-D-33028,10.226.142.72,9,local,-0.449,0.897,185,185
Module.PlasticSourceControl.cpp,1,4698,52.759,GIH-D-24477,10.226.98.117,4,remote,4705,52.306,GIH-D-33028,10.226.142.72,28,local,-0.453,0.991,1723,2474
reverb_onset_compensator.cc,1,3963,1.318,GIH-D-33028,10.226.142.72,8,local,3970,0.861,GIH-D-33028,10.226.142.72,24,local,-0.457,0.653,359,359
Stream.cpp,1,4557,0.899,GIH-D-29274,10.226.103.75,0,remote,4564,0.439,GIH-D-33028,10.226.142.72,9,local,-0.46,0.488,956,446
Status.cpp,1,4554,0.896,GIH-D-X5324,10.226.123.6,15,remote,4561,0.417,GIH-D-33028,10.226.142.72,10,local,-0.479,0.465,2322,445
VelocityField.ispc,1,435,35.059,GIH-D-33028,10.226.142.72,0,local,442,34.578,GIH-D-33028,10.226.142.72,24,local,-0.481,0.986,210,210
XPBDAnisotropicBendingConstraints.ispc,2,315,38.459,GIH-D-33028,10.226.142.72,31,local,322,37.97,GIH-D-33028,10.226.142.72,18,local,-0.489,0.987,232,232
FloatArrayMath.ispc,1,495,9.335,GIH-D-33028,10.226.142.72,18,local,502,8.843,GIH-D-33028,10.226.142.72,11,local,-0.492,0.947,126,126
PerParticleDampVelocity.ispc,1,431,9.032,GIH-D-33028,10.226.142.72,8,local,438,8.533,GIH-D-33028,10.226.142.72,22,local,-0.499,0.945,188,188
Module.OpusAudioDecoder.cpp,1,3291,10.267,GIH-D-X5324,10.226.123.6,6,remote,3298,9.766,gih-d-26986,10.226.123.22,59,remote,-0.501,0.951,2328,2461
MachineLearnedBehaviorFactory.cpp,1,4532,2.264,GIH-D-32534,10.224.51.45,2,remote,4539,1.762,GIH-D-33028,10.226.142.72,12,local,-0.502,0.778,1818,507
StorageSize.cpp,1,4556,2.019,GIH-D-31740,10.226.122.67,25,remote,4563,1.517,GIH-D-33028,10.226.142.72,6,local,-0.502,0.751,1324,502
RigLogicLib.cpp,1,4550,0.956,GIH-D-33262,10.224.231.101,0,remote,4557,0.454,GIH-D-33028,10.226.142.72,12,local,-0.502,0.475,1934,445
GeometryCollectionComponent.ispc,2,752,8.945,GIH-D-33028,10.226.142.72,5,local,759,8.437,GIH-D-33028,10.226.142.72,8,local,-0.508,0.943,185,186
utils.cc,1,3981,1.253,GIH-D-33028,10.226.142.72,8,local,3988,0.737,GIH-D-33028,10.226.142.72,20,local,-0.516,0.588,359,359
OutputInstance.cpp,1,4543,0.874,JPN-D-00114,10.222.68.212,1,remote,4550,0.339,GIH-D-33028,10.226.142.72,6,local,-0.535,0.388,2611,445
UnrealEditor-EditorScriptingUtilities.lib,1,920,0.747,GIH-D-33028,10.226.142.72,8,local,927,0.21,GIH-D-33028,10.226.142.72,14,local,-0.537,0.281,140,140
PBDSphericalConstraint.ispc,1,429,18.303,GIH-D-33028,10.226.142.72,24,local,436,17.761,GIH-D-33028,10.226.142.72,31,local,-0.542,0.97,183,184
Module.CoreVerseVM.cpp,1,4170,0.894,GIH-D-X5324,10.226.123.6,19,remote,4177,0.35,GIH-D-33028,10.226.142.72,20,local,-0.544,0.391,2862,150
Storage.cpp,1,4555,0.919,GIH-D-32718,10.224.240.93,1,remote,4562,0.365,GIH-D-33028,10.226.142.72,10,local,-0.554,0.397,1456,446
Module.AppleVision.cpp,1,3531,17.333,gih-d-27955,10.226.122.69,39,remote,3538,16.778,gih-d-26986,10.226.123.22,1,remote,-0.555,0.968,1144,2177
UnrealEditor-Constraints.lib,1,1332,0.756,GIH-D-33028,10.226.142.72,24,local,1339,0.2,GIH-D-33028,10.226.142.72,1,local,-0.556,0.265,139,140
TestCharOutputStreamBuf.cpp,1,4578,2.805,GIH-D-X5324,10.226.123.6,0,remote,4585,2.244,GIH-D-33028,10.226.142.72,9,local,-0.561,0.8,2733,551
Module.LocalizationService.cpp,1,2114,28.209,GIH-D-33028,10.226.142.72,19,local,2121,27.643,GIH-D-X12994,10.226.40.226,0,remote,-0.566,0.98,852,2093
XPBDBendingConstraints.ispc,2,319,36.622,GIH-D-33028,10.226.142.72,13,local,326,36.054,GIH-D-33028,10.226.142.72,21,local,-0.568,0.984,233,233
JointsNullEvaluator.cpp,1,4525,1.954,GIH-D-32534,10.224.51.45,0,remote,4532,1.374,GIH-D-33028,10.226.142.72,21,local,-0.58,0.703,1772,500
SDMSlot.cpp,1,1800,14.859,GIH-D-30904,10.226.170.5,0,remote,1807,14.276,GIH-D-33028,10.226.142.72,21,local,-0.583,0.961,1292,2299
GeometryCollectionSceneProxy.ispc,2,754,3.666,GIH-D-33028,10.226.142.72,9,local,761,3.071,GIH-D-33028,10.226.142.72,19,local,-0.595,0.838,169,169
TestStringView.cpp,1,4600,3.149,GIH-D-31740,10.226.122.67,7,remote,4607,2.554,GIH-D-33028,10.226.142.72,1,local,-0.595,0.811,2190,551
Learning.ispc,1,2483,9.519,GIH-D-33028,10.226.142.72,26,local,2490,8.922,GIH-D-33028,10.226.142.72,29,local,-0.597,0.937,117,117
Module.MetasoundStandardNodes.1.cpp,1,2037,47.882,GIH-D-33028,10.226.142.72,21,local,2044,47.283,GIH-D-33028,10.226.142.72,22,local,-0.599,0.987,1348,2884
Module.OnlineSubsystemEOSPlus.cpp,1,5582,16.536,GIH-D-X11956,10.226.173.53,3,remote,5589,15.937,GIH-D-33028,10.226.142.72,13,local,-0.599,0.964,2564,2309
Module.Virtualization.cpp,1,3366,16.998,GIH-D-18808,10.226.150.42,0,remote,3373,16.381,GIH-D-33028,10.226.142.72,16,local,-0.617,0.964,2584,1008
Module.ToolMenusEditor.cpp,1,3346,20.03,GIH-D-26749,10.226.171.32,3,remote,3353,19.409,HIH-D-34436,10.240.180.91,2,remote,-0.621,0.969,2944,2719
Module.UserToolBoxBasicCommand.cpp,1,5307,44.147,GIH-D-33262,10.224.231.101,4,remote,5314,43.521,GIH-D-33028,10.226.142.72,24,local,-0.626,0.986,2464,2710
StreamReader.cpp,1,4558,1.437,GIH-D-31213,10.226.171.211,1,remote,4565,0.81,GIH-D-33028,10.226.142.72,10,local,-0.627,0.564,2537,460
wav.cc,1,3983,1.333,GIH-D-33028,10.226.142.72,28,local,3990,0.7,GIH-D-33028,10.226.142.72,7,local,-0.633,0.525,353,353
Module.UndoHistoryEditor.cpp,1,3349,29.747,USA-D-00145,10.107.8.81,0,remote,3356,29.111,gih-d-26986,10.226.123.22,64,remote,-0.636,0.979,2394,2733
StreamReaderStatus.cpp,1,4559,1.381,GIH-D-31740,10.226.122.67,18,remote,4566,0.74,GIH-D-33028,10.226.142.72,9,local,-0.641,0.536,2564,460
PBDSpringConstraints.ispc,2,303,7.367,GIH-D-33028,10.226.142.72,25,local,310,6.715,GIH-D-33028,10.226.142.72,19,local,-0.652,0.911,165,165
resonance_audio_api.cc,1,3960,1.717,GIH-D-33028,10.226.142.72,31,local,3967,1.031,GIH-D-33028,10.226.142.72,26,local,-0.686,0.6,378,378
NNERuntimeBasicCpu.ispc,1,2196,9.386,GIH-D-33028,10.226.142.72,18,local,2203,8.686,GIH-D-33028,10.226.142.72,2,local,-0.7,0.925,116,116
NiagaraDataInterfaceVectorField.ispc,2,559,5.775,GIH-D-33028,10.226.142.72,6,local,566,5.064,GIH-D-33028,10.226.142.72,2,local,-0.711,0.877,164,164
StreamStatus.cpp,1,4560,1.371,GIH-D-31740,10.226.122.67,2,remote,4567,0.656,GIH-D-33028,10.226.142.72,21,local,-0.715,0.478,2772,460
Module.Chaos.12.cpp,1,401,62.221,GIH-D-33028,10.226.142.72,27,local,408,61.497,GIH-D-33028,10.226.142.72,25,local,-0.724,0.988,1719,1999
ChaosClothingSimulation.ispc,1,1946,5.665,GIH-D-33028,10.226.142.72,14,local,1953,4.941,GIH-D-33028,10.226.142.72,23,local,-0.724,0.872,184,184
XPBDAnisotropicBendingConstraints.ispc,1,436,41.914,GIH-D-33028,10.226.142.72,31,local,443,41.188,GIH-D-33028,10.226.142.72,18,local,-0.726,0.983,234,234
task_thread_pool.cc,1,3980,2.772,GIH-D-33028,10.226.142.72,4,local,3987,2.01,GIH-D-33028,10.226.142.72,8,local,-0.762,0.725,423,422
PBDBendingConstraints.ispc,1,421,18.115,GIH-D-33028,10.226.142.72,16,local,428,17.349,GIH-D-33028,10.226.142.72,15,local,-0.766,0.958,183,184
